,word,syll,foot,segment,quantity,stressed,ictus,duration,f1,f2,song,performer,euclid
194,"keelekene,",le,1,e,2,0,x,0.1482806854562888,683.4900846975991,891.7577833903761,55,LO,536.320741733282
195,"mõlgu,",mõl,0,ɵ,2,1,ictus,0.1110618446149844,691.2576332830442,1389.9362043849164,55,LO,124.36202252508672
197,"mõlgu,","gu,",1,u,2,0,x,0.0914404953452621,314.36864666057335,827.1653693639734,55,LO,641.6450520590739
198,marja,mar,0,a,2,1,ictus,0.0779416149167939,712.6186113922619,1477.5331764789423,55,LO,155.7288197092409
199,marja,ja,1,a,1,0,x,0.1637581056487089,705.7724941609957,1214.7773256563632,55,LO,242.83115866945266
200,"meelekene,",mee,0,eː,2,1,ictus,0.2736973466698842,556.1223655855288,799.8772653885144,55,LO,616.1228629793732
201,"meelekene,",le,1,e,2,0,x,0.1492894618199365,529.1687506833536,811.0677392955528,55,LO,606.1360766354056
202,"ilutse,",i,0,i,1,1,ictus,0.2415479826595046,404.75093655923473,1613.5971527195918,55,LO,257.4623240506017
203,"ilutse,",lut,1,ʊ,2,0,x,0.0883097828648882,450.43769855857215,1502.9821250430737,55,LO,147.63964299669755
204,südämekene!,sü,0,y,1,1,x,0.0978518894233069,453.40327119101966,1732.3890207822074,55,LO,337.1992027833173
205,südämekene!,dä,1,æ,1,0,ictus,0.2070212942570304,754.0788322117078,1260.9803229259564,55,LO,240.84883164826493
206,vait,vait,0,a,3,1,ictus,0.2246113275194741,523.7696170296771,959.2088408994974,55,LO,458.93996857876243
207,musta,mus,0,u,2,1,ictus,0.1480387926508903,629.1130755265638,811.6817372676965,55,LO,607.0919120960529
208,musta,ta,1,a,1,0,x,0.1656807213087638,715.1980748159641,1222.9008248868693,55,LO,241.70532404272157
210,valge,ge,1,e,1,0,x,0.1188912583465686,529.640183386269,597.6623377495132,55,LO,819.1662822016561
211,lauade,lau,0,au,2,1,ictus,0.2439470468791214,673.2928331267963,1276.4626715925192,55,LO,173.71313638619574
212,"vahele,",va,0,a,1,1,x,0.1994118637139728,575.5654159067744,997.7305013442584,55,LO,418.1638149000699
213,"vahele,",he,1,ɛ,1,0,ictus,0.2819326470740115,711.5014486118986,1879.75330828937,55,LO,485.1112974641525
214,kena,ke,0,e,1,1,ictus,0.256958526103876,668.2129402654643,2200.0822283413727,55,LO,790.4025853988946
215,kena,na,1,ɑ,1,0,x,0.1296298236165824,739.8668681229686,1702.98656589896,55,LO,333.80858057168757
216,kirstu,kirs,0,i,2,1,ictus,0.1135219757115599,579.8819129098508,2140.031865267694,55,LO,724.2523533198743
217,kirstu,tu,1,u,1,0,x,0.1004822893122607,486.11406937365024,1056.7645535757024,55,LO,368.6707418668058
218,keske'elle!,kes,0,e,2,1,ictus,0.1733511250730615,590.8735107108465,1125.2874950293017,55,LO,291.3404695553873
219,keske'elle!,ke,1,e,1,0,x,0.1728523283237457,657.4239100257437,2004.882978213,55,LO,595.5382666821151
220,miks,miks,0,i,3,1,ictus,0.1039651386468509,489.4635707556296,1196.1127158526597,94,LK,317.091226250198
221,sa,sa,0,a,3,1,x,0.1253408207561972,929.95936951364,1546.3080203746345,94,LK,259.5885857118268
223,mullu,lu,1,u,1,0,x,0.1479170694118292,565.5404328044591,1088.7435913611357,94,LK,372.62999539780327
224,meile,mei,0,ei,2,1,ictus,0.2359466430951706,755.8427074168636,1510.4670776538942,94,LK,94.95393212564568
226,"tulnud,","nud,",1,u,2,0,x,0.1349269262904133,499.15728265636056,1029.8894816591396,94,LK,452.6922646190556
227,murumullu,mu,0,u,1,1,ictus,0.1056258555423372,674.5308324513782,1072.731537989071,94,LK,366.39183387483774
228,murumullu,ru,1,ʊ,1,0,x,0.1996561035301622,565.1770489342106,1101.5984924797024,94,LK,360.71660807991805
229,"käinud,",käi,0,æi,2,1,ictus,0.2040605300760258,710.4132018463602,1722.9358241023192,94,LK,284.8046781994101
230,"käinud,","nud,",1,u,2,0,x,0.0966424067685647,524.6373248120842,1190.8830047299682,94,LK,299.9599412830562
231,käsud,kä,0,æ,1,1,ictus,0.2206604702149288,901.3811648106964,1378.550634512292,94,LK,216.13378431896552
232,käsud,sud,1,ʊ,2,0,x,0.1328247490614131,519.5272546590966,1114.5037387192588,94,LK,367.97830481716915
233,järele,jä,0,æ,1,1,ictus,0.2249901219272452,835.0184860198221,1474.928463212746,94,LK,145.84855225673277
234,järele,re,1,ɛ,1,0,x,0.1939596181300569,705.8808985997756,1357.082077270457,94,LK,82.43193736228005
235,ja,ja,0,a,3,1,x,0.1241099773242631,822.1907862194247,1301.7699004795145,94,LK,187.6737138885689
236,sõitsid,sõit,0,ɵii,2,1,ictus,0.1547510522903206,621.9875396169784,1522.378158512645,94,LK,110.30546234833538
237,sõitsid,sid,1,i,2,0,x,0.0910772864701439,576.753637476277,2003.543486791431,94,LK,576.9154373012082
238,sajad,sa,0,a,1,1,ictus,0.2301396109096298,888.4886893083875,1419.7890544866475,94,LK,195.63485178725813
239,sajad,jad,1,ɑ,2,0,x,0.0570646709945616,856.7658054175184,1316.5263548606704,94,LK,203.65820194198784
240,"sõnumida,",sõ,0,ɵ,1,1,ictus,0.2681825932633153,665.8362348085502,1502.7393776395002,94,LK,69.9382797261704
241,"sõnumida,",num,1,ʊ,2,0,x,0.1472927291945005,506.5664747785111,1116.673225454751,94,LK,372.41218437225825
243,tul´lid,lid,1,i,2,0,x,0.0811040091185262,538.939338693976,2543.545980749197,94,LK,1115.7218387565429
244,san´dil,san´,0,a,2,1,ictus,0.1582133734057897,912.3577152659144,1563.2065884340236,94,LK,251.60741447349469
245,kevadisel,ke,0,e,1,1,ictus,0.2227198125355087,747.2401709777739,1619.8291627481954,94,LK,188.9372309114446
246,kevadisel,va,1,ɑ,1,0,x,0.1682298809297435,792.7522604824701,1366.9518546973152,94,LK,122.20940454926986
247,kehval,keh,0,e,2,1,ictus,0.1214334830495964,622.6858182227604,1451.693263459013,94,LK,72.26886312472861
248,nüüd,nüüd,0,yyː,3,1,ictus,0.1617347115162637,525.6010524623863,1411.1768257067222,94,LK,170.38534311592318
249,riisud,rii,0,iː,2,1,ictus,0.2268571930783238,451.98721985519154,2077.3815755952687,94,LK,682.9887122795283
250,riisud,sud,1,u,2,0,x,0.1025940085988033,543.6277220877256,1292.8384212714918,94,LK,209.26562584135536
251,"riide'eida,",rii,0,iː,2,1,ictus,0.2212569583034422,369.16953520154425,1872.2831895123247,94,LK,541.6876763591476
252,kakud,ka,0,a,2,1,ictus,0.1244413882843851,831.4237243510951,1429.9873074788673,94,LK,137.93195378432495
253,kakud,kud,1,u,2,0,x,0.0807187383466256,532.6117992251369,1166.142880874356,94,LK,316.5632242997161
254,"kaelakardasida,",kae,0,ae,2,1,ictus,0.2589726188620957,734.3923371526167,1662.2578798325442,94,LK,227.30040061664477
255,"kaelakardasida,",la,1,a,2,0,x,0.1530292747821455,920.2386940809494,1303.4053351969987,94,LK,263.7692348271032
256,Võtke,võt,0,ɵ,2,1,ictus,0.0846832514777524,598.1281153655741,1450.1610932835129,94,LK,96.32803342363486
257,Võtke,ke,1,e,1,0,x,0.1228800558700804,540.5356414861408,1423.5875927016343,94,LK,153.96188743070985
258,kinni,kin,0,i,2,1,ictus,0.1633746197363592,466.1097707927244,1639.702936216839,94,LK,303.74429355217967
259,kinni,ni,1,i,1,0,x,0.1164701260039926,550.6356575522266,1168.6403950979166,94,LK,305.5703682775102
260,"kuningas,",ku,0,u,1,1,ictus,0.1830979229996217,669.7980242357091,975.1365226161092,94,LK,464.1009046409048
261,"kuningas,",nin,1,ɪ,2,0,x,0.1511944934308786,608.2266739004024,992.5595688396462,94,LK,454.1857681037965
262,võtke,võt,0,ɵ,2,1,ictus,0.0836631674471419,767.3695049824972,1502.6003253373474,94,LK,97.5282063162194
263,võtke,ke,1,e,1,0,x,0.127409867798093,556.1595304749197,1368.7428127751875,94,LK,154.32772446351382
264,kinni,kin,0,i,2,1,ictus,0.1564811094844742,689.0201658795764,1708.3368503536158,94,LK,269.76021356291625
265,kinni,ni,1,i,1,0,x,0.14098793032759,549.6614782034261,1556.6860935389816,94,LK,186.29273191702342
266,kuningas!,ku,0,u,1,1,ictus,0.1859181498825322,706.473058781903,965.1925890077756,94,LK,473.5963357444563
267,kuningas!,nin,1,ɪ,2,0,x,0.154931791568778,472.8555246952295,901.126218919678,94,LK,581.1174235534935
268,vaesed,vae,0,a,2,1,ictus,0.089154612301098,722.9277587987921,1894.3538303767068,69,LO,502.45928532298353
269,vaesed,vae,0,e,2,1,ictus,0.1538453876989021,701.2378330397318,2083.414680395448,69,LO,680.4127094461294
270,vaesed,sed,1,e,2,0,x,0.0922182270650646,470.3690404153605,2025.528473597832,69,LO,617.7031376506312
271,öösed,öö,0,øː,2,1,ictus,0.2134013529415794,441.73613368843456,1943.1354426917453,69,LO,542.5711778075416
272,öösed,sed,1,e,2,0,x,0.0991869108346419,655.6224877084333,2153.770535647448,69,LO,742.9124996830684
273,"orjad,",or,0,o,2,1,ictus,0.1171667862928693,867.5281874260783,1023.2636451260616,69,LO,492.8199368563646
274,"orjad,","jad,",1,a,2,0,x,0.0917777312610252,1505.78992691648,2037.1791759465923,69,LO,1123.5881679040224
275,öösed,öö,0,øː,2,1,ictus,0.2428844345979821,344.3242984931224,1981.1742063361253,69,LO,608.5637692536286
276,öösed,sed,1,e,2,0,x,0.0533503382353948,498.35355487181687,2083.530012379,69,LO,671.47114561499
277,"orjad,",or,0,o,2,1,ictus,0.1708450982512124,805.306196810464,1360.3687247733346,69,LO,242.12312665731224
278,"orjad,","jad,",1,a,2,0,x,0.0968729825853227,769.3040532543887,1826.9815437946413,69,LO,457.0544342391838
279,päesed,päe,0,æ,2,1,ictus,0.143203539473955,785.5886230566558,2158.1410474533304,69,LO,773.0670922361843
280,päesed,päe,0,e,2,1,x,0.073005726006329,694.8361221951795,2023.2765334109315,69,LO,620.1951318036897
281,päesed,sed,1,e,2,0,x,0.0505424256966895,416.0915821164395,1849.889593483105,69,LO,460.392556394766
282,"pärjad,",pär,0,æ,2,1,ictus,0.0864865789114386,855.010404024102,1887.6650260928648,69,LO,551.4088492213876
283,"pärjad,","jad,",1,a,2,0,x,0.0979293894303952,1494.4222349128677,1908.0953893102576,69,LO,1047.6410052388003
284,kinnikiilutud,kin,0,i,2,1,ictus,0.1243570718144555,321.54350554393227,2177.479318344818,69,LO,801.0123890365115
285,kinnikiilutud,ni,1,i,1,0,x,0.1480005488288087,337.103807192438,2153.3196728547723,69,LO,773.2560373446463
286,"sulased,",su,0,u,1,0,x,0.1159593400481249,469.7829270399912,1488.8120471432378,69,LO,123.65989413258131
287,"sulased,",la,1,ɑ,1,0,ictus,0.1892419282236002,912.7979501356558,1756.952986304062,69,LO,483.8562236254697
288,raudapandud,rau,0,au,2,1,ictus,0.2501169540857368,723.1974798065952,1258.2152551883416,69,LO,220.0763813426641
289,raudapandud,da,1,a,2,0,x,0.0807255777737037,1043.6437751730543,1366.0312245997052,69,LO,476.62885360688045
291,"palgalised,",ga,1,a,1,0,x,0.1915085610039355,1012.4587442635708,1548.9975555901617,69,LO,462.4160759141736
292,teisi,tei,0,ei,2,1,ictus,0.2514403242131759,490.17003988589727,2171.8010893264263,69,LO,760.1131889910907
293,teisi,si,1,i,1,0,x,0.1442473438907168,443.903961725887,1945.6806191095704,69,LO,544.5403863984949
294,teenimä,tee,0,eː,2,1,ictus,0.2845245773991216,457.4096117175415,1916.3624407225564,69,LO,512.9357321154349
295,teenimä,ni,1,i,1,0,ictus,0.1468940841455932,396.8636419598752,2308.9126950723985,69,LO,909.6174845771831
296,endi,en,0,e,2,1,ictus,0.1257201621065888,516.2765602380315,2124.530798432204,69,LO,710.683899049734
297,endi,di,1,i,1,0,x,0.0992527595578316,455.5106247785259,2123.555157829132,69,LO,716.8443830248666
298,vara,va,0,a,1,1,ictus,0.2037989996254161,955.0409603156464,1493.9794205279045,69,LO,393.253910373639
299,vara,ra,1,ɑ,1,0,x,0.1130352223368973,1367.6589766294935,1891.2420493390457,69,LO,928.8984640978962
300,vaevama,vae,0,ae,2,1,ictus,0.2355598826839227,854.6543660840335,2160.1939992835883,69,LO,797.0483288489734
301,vaevama,va,1,a,1,0,ictus,0.1406781148201972,870.1448458855936,1565.477016907308,69,LO,335.7070745668244
302,Teeni,tee,0,ee,2,1,ictus,0.2699675059973074,477.3277212246952,1999.40935731006,69,LO,590.8112977503154
303,Teeni,ni,1,i,1,0,x,0.1058696101950218,337.23820566661755,2364.687573482141,69,LO,976.8790801216805
304,saksa,sak,0,a,2,1,ictus,0.088665798538333,1011.6094120005008,1696.1086405112442,69,LO,523.3480016543201
305,saksa,sa,1,a,1,0,x,0.0794022076462681,796.6736256183226,1896.373260446888,69,LO,531.4614021734702
306,sada,sa,0,a,1,1,ictus,0.2327599107287206,808.2704392095393,1142.4430582137006,69,LO,362.91009288740463
307,aastat –,aas,0,aː,2,1,ictus,0.2358750532739399,1383.64361846899,1518.1471333891943,69,LO,820.4200784241683
308,aastat –,tat –,1,a,2,0,x,0.092635908920645,1276.0390937208622,1972.9044695939333,69,LO,899.6259776398553
309,saksal,sak,0,a,2,1,ictus,0.0833723180285801,902.7513406496264,1590.4268799251784,69,LO,376.0969268325247
312,sel´gäs,gäs,1,æ,2,0,x,0.0562842793212325,717.5642573574856,1306.8994291927202,69,LO,183.7292780698257
313,"siidikuube,",sii,0,iː,2,1,ictus,0.2356738226081738,446.5777484635445,1981.218359672032,69,LO,578.601607188341
314,"siidikuube,",di,1,i,1,0,x,0.1023551625261554,422.7672169916087,2203.7533055869408,69,LO,801.4709807947849
315,vaesellapsel,vae,0,ae,2,1,ictus,0.2205999694687186,742.4122583693922,2013.089689680976,69,LO,621.729703179539
317,vanad,va,0,a,1,1,ictus,0.2252888473850163,1000.0088865389226,1492.9739368353214,69,LO,437.2382457282368
318,vanad,nad,1,ɑ,2,0,x,0.1284006368919357,1406.6718056185382,1775.142955302818,69,LO,910.8983122231436
319,"riided,",rii,0,iː,2,1,ictus,0.1619760209844543,383.98287595443645,1961.1468104409887,69,LO,576.0291834660386
320,"riided,","ded,",1,e,2,0,x,0.079608980802206,520.2140525482268,2006.0759843838896,69,LO,592.2885501938412
321,orjukesel,or,0,o,2,1,ictus,0.0961114688021425,568.0373284704555,1209.9453266804808,69,LO,205.91293351814807
323,omad,o,0,o,1,1,ictus,0.2435928605847337,888.5986287808274,1735.5931556758776,69,LO,451.63914857252627
324,omad,mad,1,ɑ,2,0,x,0.101082751671214,1181.2957317691828,1631.2527026925056,69,LO,648.4885370536448
325,"riided,",rii,0,iː,2,1,ictus,0.1708357465744185,379.9493229763758,2224.201372169053,69,LO,830.3045822523962
326,"riided,","ded,",1,e,2,0,x,0.0894830916433733,465.3752786861174,2019.989735632009,69,LO,613.0664212015831
327,pajupuust,pa,0,a,1,1,ictus,0.2569546615018794,1073.467956642853,1714.1786145301735,69,LO,585.5386434579445
328,pajupuust,ju,1,ʊ,1,0,x,0.1116400732982327,475.1667526567848,1496.363301387314,69,LO,124.11518764319517
329,pastlad,past,0,a,2,1,ictus,0.1221153575628619,1193.5948040577605,1764.2218983693897,69,LO,714.6318498906408
330,pastlad,lad,1,a,2,0,x,0.1045840493388894,1042.5630502711524,1678.5284913156354,69,LO,540.9883667367362
332,"jalgas,","gas,",1,a,2,0,x,0.1053626785344761,841.0435999342436,1597.0802505753652,69,LO,326.36053064724337
333,kuusekoorest,kuu,0,uː,2,1,ictus,0.202407250868859,372.7092218087323,691.1864739277796,69,LO,750.9437373021241
334,kuusekoorest,se,1,e,1,0,x,0.0956582213010364,486.3392655230356,1918.658733570709,69,LO,509.65786814498404
336,selgas.,gas.,1,a,2,0,x,0.0998382591472051,1559.7849124378222,2001.019597319045,69,LO,1150.1460003347377
337,"Lõpe,",lõ,0,ɵ,2,1,ictus,0.2214009559516505,774.947678568571,932.0726910555431,9,MH,747.4064685911811
338,"lõpe,",lõ,0,ɵ,2,1,ictus,0.2085515197787648,814.0126704869344,1680.2522614785823,9,MH,55.946788866585486
339,"lõpe,","pe,",1,e,2,0,x,0.2931760013292723,851.7507669115654,929.8096360417808,9,MH,755.3106118316631
340,"linakene,",li,0,i,1,1,ictus,0.2229583530566363,493.6467193125516,1844.124468585615,9,MH,311.59705351010314
341,"linakene,",na,1,ɑ,2,0,x,0.3129413553406204,1072.3382324593144,1417.7213720091763,9,MH,408.8757073756635
342,kui,kui,0,uiː,3,1,ictus,0.3822805843250201,586.1627516206173,1685.9436690160094,9,MH,172.04019417191506
343,sa,sa,0,a,3,1,x,0.1650454537171999,1031.6187082116091,1242.1909000908142,9,MH,515.6365641694126
344,"lõpe,",lõ,0,ɵ,2,1,ictus,0.2168271399036596,749.3620188253077,1724.2301370376988,9,MH,45.77813353877524
345,siia,sii,0,iː,2,1,ictus,0.2878182779998228,440.62602458727787,2017.4666405630253,9,MH,463.8293582905262
347,"jätan,",jä,0,æ,2,1,ictus,0.219520359737249,963.533155820814,1910.076039617708,9,MH,308.9922362087158
348,"jätan,","tan,",1,a,2,0,x,0.2909101520331791,946.3406226002148,1401.3480891490883,9,MH,335.70108419744867
349,siia,sii,0,iː,2,1,ictus,0.37205311422872,351.71813412284445,2080.0618342231346,9,MH,570.7401931942385
350,siia,a,1,a,1,0,x,0.1965021812292473,1078.084591647485,1399.8434373631333,9,MH,424.8485606909216
351,jätan,jä,0,æ,2,1,ictus,0.1709462992459709,927.7750088440268,1551.6268225938306,9,MH,212.35799401167736
352,jätan,tan,1,a,2,0,x,0.2132191297377978,903.6341275658854,1468.978938534391,9,MH,255.76919282323618
353,tsirgu,tsir,0,i,2,1,ictus,0.268398882666105,664.0006900825472,1404.8488866322948,9,MH,290.11551924125206
354,tsirgu,gu,1,u,1,0,x,0.2548189963628751,695.7492468759393,1061.700236195347,9,MH,620.7252749113577
355,"süia,",süi,0,yi,2,1,ictus,0.4603699984393952,424.39710493080446,1866.43510392292,9,MH,382.57571754644323
356,"süia,","a,",1,a,2,0,x,0.2616079042280823,985.871028935292,1484.4533145929047,9,MH,299.7535965482849
357,pääsukesel,pää,0,æː,2,1,ictus,0.4069629378610901,978.609889198482,1842.8658278596945,9,MH,274.578743667246
358,pääsukesel,su,1,u,2,0,x,0.2005220571212902,707.3538994467731,1326.1519130663,9,MH,356.76058318519495
359,pääle,pää,0,æː,2,1,ictus,0.382602439738779,1047.0192526020355,1623.7067710978074,9,MH,294.24242022099247
360,pääle,le,1,e,1,0,x,0.2632789210786477,715.3437742994198,2071.194822139422,9,MH,394.22876890210216
361,tulla.,tul,0,u,2,1,ictus,0.2937009489644246,600.1422113738265,987.71126389751,9,MH,709.3812874643913
362,tulla.,la.,1,a,2,0,x,0.313636612287798,1041.7884916337666,1399.7544910240576,9,MH,398.2877926665469
363,Jätän,jä,0,æ,2,1,ictus,0.1822971407365408,912.8187093936732,1735.425396245006,9,MH,164.6122767011044
364,Jätän,tän,1,æ,2,0,x,0.1950667472132536,991.5241130613896,1736.9287506732169,9,MH,240.46049637762002
365,päivä,päi,0,æi,2,1,x,0.3861688345346934,885.379945248796,2015.558542544328,9,MH,359.5611034493518
366,päivä,vä,1,æ,1,0,ictus,0.2062852175989604,912.0888354428184,1495.9554018634672,9,MH,239.44018037303394
367,"palada,",pa,0,a,1,1,x,0.289297636386248,1159.830160298776,1424.454021467649,9,MH,475.76103644806255
368,"palada,",la,1,ɑ,1,0,ictus,0.2381702857205496,1030.497199434457,1456.5957326586513,9,MH,351.8613991088538
369,jätän,jä,0,æ,2,1,ictus,0.1748115093536384,977.8184417435187,1856.2704806352813,9,MH,282.1526232753463
370,jätän,tän,1,æ,2,0,x,0.1724610436802081,981.0093046936314,1702.495093032407,9,MH,224.13970609881724
371,vihma,vih,0,i,2,1,x,0.2852544538223398,464.9041928007603,1828.255687987409,9,MH,328.84618754021136
372,vihma,ma,1,a,1,0,ictus,0.2461904134710124,877.8494471086343,1363.216785164001,9,MH,338.0052497302476
373,"valada,",va,0,a,1,1,x,0.2474661668935667,1047.96773571446,1472.0618679202578,9,MH,356.34424304787274
374,"valada,",la,1,ɑ,1,0,ictus,0.2538802337047912,1020.3615957360272,1401.6491597142217,9,MH,381.94028865985354
375,ligi,li,0,i,1,1,ictus,0.343919417290575,478.4829741012598,2101.906335265988,9,MH,506.73162165777524
376,ligi,gi,1,ɪ,1,0,x,0.2797091496682853,598.3624198018294,1873.8467540213485,9,MH,251.715505682425
377,maada,maa,0,aː,2,1,ictus,0.2560671284393052,1167.1702079583206,1442.445757861752,9,MH,472.709343291671
378,maada,da,1,a,1,0,x,0.2626575872516454,944.580812529696,1519.649674928702,9,MH,245.4981293830712
379,ligunema.,li,0,i,1,1,ictus,0.2937662390930526,480.8622273612082,1509.3890525168915,9,MH,325.1343504551987
380,ligunema.,gu,1,ʊ,1,0,x,0.2939042451413485,692.8424320741099,1060.5547042300518,9,MH,622.1630794137043
381,"Perenaine,",pe,0,e,1,0,ictus,0.3586017995691719,677.4571152857733,1463.9674676656623,9,MH,229.91809405399204
382,"Perenaine,",re,1,ɛ,1,0,x,0.2878589442313384,739.3876288772219,2020.9083905188704,9,MH,342.13041792271554
383,"linnukene,",lin,0,i,2,1,ictus,0.2413804592319195,631.8547663969821,676.7992236843352,9,MH,1010.4040894431658
384,"linnukene,",nu,1,u,2,0,x,0.2351232635410198,708.4346812990333,1032.7042563031328,9,MH,648.4870698201505
385,tule,tu,0,u,1,1,ictus,0.3180009941377406,621.9281676587278,997.9335741384448,9,MH,694.8240777631237
386,tule,le,1,ɛ,1,0,x,0.2305163374977823,779.9985746097659,1470.7620056332848,9,MH,209.67605362088872
387,talu,ta,0,a,1,1,ictus,0.3147679495096298,1200.503642578583,1418.7464627306667,9,MH,513.4452931501213
